@relation pam_big

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric

@data
11.0269,22.5271,29.8598
49.1747,48.3195,71.4978
48.4080,54.1203,68.3412
78.0860,85.7894,103.2982
55.0878,46.7425,65.6768
103.6928,9.9787,51.7916
47.8431,51.4754,77.1243
102.4727,10.3891,46.6383
48.8412,50.7529,68.8611
78.1789,84.0134,94.5630
50.6803,52.9626,73.0656
50.7661,46.0741,77.0890
101.2726,9.8542,48.0249
50.5078,50.4291,68.3920
75.4349,80.3417,103.1139
101.2635,4.2598,46.3555
11.2538,23.8285,34.7417
74.3324,81.6031,94.7469
54.5212,49.5738,70.1498
55.2879,50.1150,73.0836
7.2085,15.6665,31.0853
51.8151,47.1519,69.9917
53.6355,50.9464,67.6743
51.6800,56.9278,69.1052
55.4890,50.3125,67.4628
51.9985,54.0567,67.8600
103.1844,12.8587,53.2893
47.5347,48.0550,69.1057
47.1001,49.3054,64.5519
55.1098,50.5305,69.4757
50.1739,51.3045,66.0763
48.8357,49.3924,65.8402
47.9608,47.4357,68.6520
46.8038,49.7491,71.4955
47.0087,53.2754,72.4297
50.0327,51.3654,70.2188
74.7478,78.1448,99.7895
99.7160,14.5014,49.5935
50.3300,45.6248,71.1703
47.1603,48.2145,70.3588
97.9803,15.8814,52.2318
102.5537,9.6730,55.8464
76.7406,78.5607,101.7526
75.9358,78.4724,95.7253
45.2650,46.2734,65.7215
74.8376,84.8023,98.2893
73.8304,81.6235,100.4467
79.4498,80.5997,100.2742
71.8086,76.7687,101.2014
9.7463,20.1295,33.9499
77.4156,83.0538,96.3823
72.9282,80.4855,101.5427
46.9218,49.0955,66.3258
47.1415,48.8116,69.4048
76.4319,85.2633,98.5571
44.1019,50.1373,69.9576
51.3023,46.6294,66.8471
76.2809,81.0691,99.0258
50.2812,51.8096,69.7146
99.5879,6.2706,49.5255
46.4986,47.8770,67.2439
76.8083,78.8993,98.3814
76.6880,77.6386,95.2864
98.0008,5.3153,51.5088
48.9741,51.4618,68.1663
4.9417,16.9287,32.0521
68.6440,78.0184,98.4063
96.8901,15.3279,46.7762
11.7204,21.9652,31.6111
56.7835,51.3557,68.2946
69.9746,83.4670,97.4085
50.7022,57.7342,74.7988
46.6420,44.3514,67.1531
50.1987,46.3371,70.9224
51.9076,44.7988,67.6028
73.4110,80.7538,99.5646
51.1167,48.9747,67.6487
70.3605,81.9890,101.0434
76.2082,85.6842,97.9735
77.2472,78.3933,102.5216
99.9932,8.9884,50.8537
98.7866,9.5438,46.0168
74.7599,84.3023,102.9988
102.5707,12.8495,50.2704
51.6053,47.0224,68.7326
48.8962,47.9066,73.1944
101.0798,8.4777,52.8917
74.1632,78.1796,94.5048
52.9839,48.4836,72.0945
97.8214,5.2579,51.1617
51.8199,48.5035,69.1413
102.6931,5.6259,44.5954
78.9708,76.5728,96.9695
52.8393,58.9998,70.6320
105.7359,11.9774,49.5227
48.1296,55.5373,73.1384
75.7935,82.2021,94.2654
78.1835,81.3006,102.5293
51.4607,50.3310,65.5956
51.0153,50.2053,74.1586
78.3153,79.7443,103.4867
79.8903,77.9752,101.3889
75.4543,83.7057,99.9047
52.6331,47.2338,67.7030
11.5694,19.5943,31.7367
56.6916,45.8282,65.0919
48.3358,47.2340,69.2998
55.7564,50.5897,64.8121
78.0735,81.0861,102.7998
6.8676,14.1439,28.6824
48.9149,56.2988,74.3906
11.0104,19.7429,31.2088
50.0595,52.8547,71.9049
75.1509,79.0558,99.6259
74.2760,79.5779,98.4389
68.6217,77.8743,100.9558
74.1646,79.3152,102.1667
48.3790,49.4753,68.8789
51.1181,51.1648,70.9845
8.3337,26.0974,31.9725
71.9564,82.1805,98.6008
47.6344,52.9181,67.7749
50.9582,50.4817,69.3408
103.7746,11.3119,49.3345
74.4999,82.4101,99.1352
76.9352,81.7779,99.4017
103.1781,11.3479,46.3223
73.2671,71.2106,94.9534
50.1031,47.8783,69.1471
50.3646,48.8312,69.0414
46.8464,51.7020,68.9169
51.8919,44.3482,72.9450
9.4999,13.2504,31.3035
78.2717,77.0748,101.5803
54.5876,48.6925,67.9777
48.6359,56.7165,68.0957
7.5415,14.8910,26.1313
70.9945,83.3687,97.5597
48.9465,47.1257,62.9472
74.1368,83.9773,94.6867
54.3306,53.4114,70.7430
47.6033,46.6846,66.2056
51.4264,51.0003,70.4199
104.1843,10.8667,56.4058
78.0923,81.2159,102.4805
105.6305,6.8912,48.4241
76.0557,85.1676,97.8674
100.0922,6.6041,47.5029
53.9187,50.2148,69.6847
15.6426,14.0883,35.7574
45.1904,49.9054,62.2571
74.6033,79.5055,96.3811
77.8475,83.2987,99.8069
78.6447,83.2626,97.3344
14.9987,20.5679,29.5328
47.4540,52.5874,68.2754
74.6366,76.5752,101.1567
72.2429,82.4695,101.1442
102.3750,7.6660,51.7777
48.7893,52.1429,76.1598
103.2852,14.7146,46.5361
42.6309,57.1730,65.9631
52.3944,47.3027,74.7905
47.0772,47.6204,74.7614
9.5882,19.1119,27.4278
51.6494,50.5507,68.5318
52.9395,50.8539,68.9983
51.8112,50.2598,74.0467
75.3335,71.7891,95.0531
99.0951,12.6012,49.5521
6.7897,21.1552,27.5542
49.6572,46.8355,69.7759
10.3665,26.3484,35.6347
72.7680,80.6624,98.7478
75.4863,86.9248,99.7488
51.7094,52.1709,67.9647
53.3555,46.8475,71.4529
45.7076,49.1466,69.9598
100.1523,10.9131,48.5970
49.1343,45.9822,67.8881
101.7909,12.5421,51.5722
48.7124,50.7493,67.6041
48.8063,57.2100,71.0857
52.5298,47.6379,66.7343
76.4608,77.0046,103.4344
79.1737,79.3871,97.9957
47.7545,50.5716,74.2615
50.3922,46.4707,69.7554
55.9930,45.4497,70.5446
54.9836,51.7134,73.1547
44.7285,47.1174,69.7095
47.8443,52.1698,65.0807
54.7198,50.5509,70.6654
72.8351,74.4356,101.4813
76.7501,79.5596,103.6404
77.5406,80.1365,98.5529
53.7851,54.5505,74.1673
48.2529,49.8366,66.7267
104.9810,9.4632,50.0257
50.6511,51.1130,70.6578
47.4379,50.6846,75.3874
99.9682,8.2778,46.3651
72.3108,79.4308,101.7278
47.7695,55.5817,68.7456
10.8222,17.9789,32.0261
73.7796,81.6284,99.7607
9.5512,18.5537,27.5650
74.3279,84.2624,94.2608
77.9434,81.4584,103.4923
43.8572,49.7270,68.7463
49.0833,48.9322,71.2940
70.3557,81.3266,103.1652
101.4350,9.7871,51.6281
95.2137,14.4213,57.4984
49.5478,48.9455,69.5830
13.5212,21.2426,25.7746
77.6769,82.4835,101.3606
99.5369,12.8730,46.7539
47.8974,51.6654,66.4880
96.2853,16.7759,53.9871
54.7569,49.6042,73.2806
51.9294,49.4035,74.2996
102.6049,14.0363,52.0094
102.8410,8.2721,52.1727
48.6161,52.7518,77.1520
56.0662,48.5595,71.2810
51.1434,47.6493,68.7787
77.1022,74.2301,100.8308
76.6144,81.2796,103.0005
52.8044,54.2005,68.8448
46.9630,49.0178,77.8158
11.9365,22.8229,28.0498
52.5797,54.5599,69.3710
100.5700,9.1032,52.9935
9.9188,28.9475,28.1417
71.6164,83.5406,99.2572
94.6091,14.3948,47.7481
51.1568,52.2023,81.1349
73.9497,79.9788,99.6035
102.7367,8.6463,48.9287
49.8158,48.7457,73.6563
100.6191,8.9948,47.0052
53.9202,50.8961,68.0758
72.8910,77.5938,105.0458
68.9397,79.8541,102.1386
78.3966,81.2166,100.4343
51.6568,52.4964,71.3318
98.4484,10.8851,51.2643
51.4248,46.1578,63.6120
101.6177,10.3093,52.8732
49.5675,49.3999,74.7705
49.1188,51.1000,67.3375
53.1809,54.7749,67.0410
104.0187,5.7886,48.5701
11.4339,16.7265,33.7820
73.9582,83.0338,93.8482
98.4577,6.5367,49.7440
51.2063,50.1526,73.3768
49.8357,47.2688,73.2466
101.5346,13.0860,52.2039
97.7118,13.3580,47.0935
46.7726,44.8556,69.3700
51.0163,45.9181,66.1300
101.3340,5.1206,51.1661
51.0421,48.9412,65.7602
10.8480,20.5130,26.7822
11.1279,23.9828,28.7237
103.5564,10.8223,49.3483
73.0770,81.1559,101.9390
51.6161,48.7347,73.0784
75.9919,70.5091,101.3158
51.8767,52.3932,73.6655
74.6402,81.1926,96.0179
53.0388,47.1800,69.2846
72.8149,74.3416,99.5478
50.6708,43.7826,71.1176
101.6342,8.1612,43.5380
48.8874,50.6679,68.5857
48.6893,50.0657,73.3970
75.9245,80.2535,100.5861
45.7157,52.8723,72.1651
72.9877,77.4211,100.9042
74.9055,79.6291,100.2372
48.5436,51.4954,71.1706
48.8058,54.5671,65.3420
102.6574,13.4623,48.9797
46.8052,48.4363,70.2043
51.8816,48.8897,69.8851
45.3530,50.8875,70.2072
92.6441,14.9289,48.3860
10.6559,20.1829,27.4743
47.5873,47.9967,72.0987
79.5410,77.0382,99.1197
53.1245,47.2697,73.6330
52.7560,49.3494,68.8085
102.6809,10.6412,49.7357
49.7369,46.9101,72.6939
79.4432,81.6658,99.0458
76.7649,77.2382,102.4975
71.2019,78.9040,98.3970
47.9738,50.4422,67.8750
8.4109,21.1485,29.3604
75.2585,74.9504,98.3637
72.4383,82.8644,99.9586
50.6089,51.9217,64.1139
75.4399,82.1034,98.8728
82.9860,78.4699,98.3712
12.8097,18.8829,29.1038
46.8749,51.6848,68.5944
78.5721,81.2796,98.6204
54.1919,46.2261,71.2918
51.9781,47.0175,73.5110
75.7103,80.9621,97.4996
55.3988,49.5674,74.5353
8.4971,16.6568,28.2514
52.8046,51.7908,68.5734
49.9445,54.4328,70.6608
72.1101,82.7410,101.0519
74.4620,81.8276,96.6926
13.1508,20.3858,29.6815
50.6511,47.9509,65.9922
52.4850,55.2739,68.6377
53.9320,50.0981,70.9820
72.5479,78.2947,105.6982
77.0427,81.1768,93.2379
12.7983,25.0410,26.9607
50.9610,48.6922,71.2782
47.2855,50.1038,68.0182
79.9385,77.6632,95.7829
48.9910,50.4435,68.2092
78.4527,79.5521,96.0533
97.0092,13.5275,48.5992
48.1927,50.0937,71.0323
49.1934,46.5869,65.7915
7.0820,18.3571,32.2263
10.9062,23.3285,33.1482
97.2731,9.4679,50.0781
55.0490,48.1512,69.4410
55.6352,54.0045,68.8914
53.9244,46.7716,69.5287
50.4004,40.5938,66.0029
100.4817,12.8550,46.8679
73.3941,83.7997,101.9859
50.0615,52.2957,63.0196
74.9545,83.0388,98.6546
100.7998,13.8967,50.5307
52.7754,49.6482,70.8664
13.9624,20.3035,26.4715
71.7202,81.0930,102.1653
53.2016,51.2896,71.2943
50.3820,48.3003,70.5501
9.8429,18.8979,29.8722
53.5403,49.5246,68.5338
49.8547,54.2556,63.8883
103.7896,8.2615,49.3619
99.1296,4.0095,52.1122
77.1427,76.2436,106.5590
76.3209,83.7435,100.2504
52.0591,50.9165,72.6327
96.2059,11.6698,42.2928
103.8706,9.1245,49.3561
100.4898,9.8853,54.5228
74.9337,76.2060,100.7332
42.3865,42.8924,72.3438
97.2358,15.6827,48.7480
48.6007,50.6578,69.0419
99.6260,8.7924,49.8976
73.6277,80.9787,100.6563
77.4342,78.4346,106.2503
101.1005,16.4553,50.2180
96.0122,10.3063,54.3090
77.0458,79.3920,102.5393
74.8006,84.2431,101.1727
75.7939,83.4747,101.0820
44.3205,51.0109,74.0018
51.1285,52.3831,75.0348
73.7765,78.1438,101.2447
79.8680,83.9993,100.0139
53.1844,51.6370,69.5560
99.2895,7.0088,52.3822
102.5493,12.6977,54.2595
6.6794,21.0900,31.4496
95.2631,9.6734,52.7778
96.2409,17.4912,52.0154
103.6564,10.6665,45.6558
98.4180,8.6557,51.8190
72.5563,82.2468,101.6266
49.8631,48.2492,69.6808
70.5400,76.9756,98.9987
73.6555,80.2222,102.9655
51.3626,52.2762,67.4116
75.2381,78.5696,100.5310
95.1410,15.3074,44.7603
99.1067,6.2360,49.6248
96.8665,11.6680,50.1366
102.5469,2.4277,50.8160
52.9225,46.2884,69.7296
70.1360,85.7810,101.8865
104.0771,10.5417,54.8358
48.8557,52.9164,66.3434
102.1073,11.0863,45.4248
96.2401,8.4041,46.7765
48.2341,54.4111,71.5721
105.9337,7.4386,52.8243
98.6184,8.0923,46.1887
74.6739,80.9816,97.9422
45.1902,51.3990,64.1698
102.3851,11.1647,43.0797
102.8812,10.4960,45.6239
74.8044,76.0887,97.8822
102.3241,12.2089,44.6829
101.2809,12.5457,53.4929
70.8774,79.5086,100.8679
100.5249,9.2672,49.3681
51.9490,48.9375,68.6426
101.9597,7.5199,53.3956
95.9449,10.4377,52.3022
96.3935,13.7957,51.5505
95.5186,7.6830,55.6250
101.0188,14.6247,53.3939
71.9050,76.3151,101.1373
97.0052,5.9870,54.0504
99.9838,13.8997,52.1111
99.4832,3.7036,52.6773
93.7335,13.1707,48.0255
95.2584,8.0123,50.5014
102.5179,10.3802,51.3268
96.6384,9.8373,50.8078
100.5953,8.9693,49.0319
48.0011,48.6571,69.2708
74.5147,78.9680,97.4983
101.3211,7.5988,51.9548
104.4022,10.9529,50.3073
75.9581,81.8521,103.1990
100.2941,14.8309,48.4054
104.4335,11.3995,53.5289
101.7977,7.2447,46.1870
71.0211,77.4920,94.2552
94.0043,17.4214,48.9902
7.0354,19.3814,29.7533
74.1773,79.8458,100.2796
46.6762,49.8831,67.5917
45.6231,55.2761,68.4377
99.3478,5.0788,55.3663
101.1713,10.0347,48.3609
97.7154,6.6286,51.4179
98.2347,7.4077,46.6664
98.5190,6.9059,44.1477
72.4205,81.9456,101.2285
97.2164,10.7979,49.4750
97.2003,13.7670,47.3108
102.8078,13.5262,51.3350
97.3453,11.6570,50.1256
101.7408,11.4292,51.3372
71.5344,81.1810,104.8241
8.3428,21.6070,28.7649
96.3003,11.6353,46.3106
98.4576,13.0386,52.1121
77.2001,83.0257,101.8298
78.0787,82.3622,100.7808
69.4923,79.2387,95.0234
94.8498,10.6769,44.8254
67.5636,77.7014,96.5817
101.4289,7.1522,46.0527
77.5121,82.6510,93.3302
68.9943,82.5468,96.9833
51.0734,49.5844,71.0073
72.9124,76.9500,97.3547
79.7993,78.0229,94.6043
48.0074,46.5798,73.4610
97.4039,5.5002,54.2845
103.7198,9.9801,46.5283
93.4847,13.9087,51.6997
69.3997,79.5063,99.2059
75.1062,85.5513,97.1643
77.3060,85.1248,102.9260
79.0905,80.7055,98.6136
75.7208,80.9137,98.6086
98.0245,7.9098,49.8715
100.6205,15.2058,54.2767
97.8973,10.1429,50.7932
95.8538,15.9710,54.1266
97.8000,1.5356,48.9896
81.9858,80.9217,102.1064
102.0179,14.3504,49.7575
12.5572,20.6695,29.4793
71.6497,78.1997,103.9842
74.7714,84.8464,100.6788
104.4702,6.0347,49.5214
50.2584,48.5012,71.8031
100.8537,10.4378,53.0910
98.0668,13.7429,55.3317
43.8907,52.1502,68.6560
100.5757,5.6028,48.9816
52.3817,49.0936,75.2922
100.5154,14.3263,51.2866
78.0456,76.5894,99.0232
101.6105,11.4979,50.1100
103.8922,8.7687,51.7237
14.4113,21.3167,27.3286
97.5847,14.4002,51.0657
75.6445,88.6497,99.0253
76.6093,79.5234,101.3888
102.6869,12.1508,48.0988
75.8914,80.9471,103.0977
80.9749,78.0000,101.5291
95.6668,12.9896,49.6527
96.3530,12.9038,48.5824
51.9931,47.3639,70.2130
74.0037,76.8581,98.3491
102.6208,10.8923,45.3043
95.8598,15.2793,51.2373
73.9056,79.6106,103.9031
98.3705,11.3223,55.8139
103.7505,14.2082,50.2277
101.4419,8.9249,51.2381
101.5671,9.7532,50.5746
46.6623,49.0163,67.7723
70.0876,81.0267,94.5756
80.6584,85.9522,104.3591
96.8955,11.9616,54.7625
53.9463,53.8267,66.9121
47.7283,50.2186,71.0276
66.2281,81.6567,100.6231
96.6758,8.2059,51.9099
74.1801,80.1263,93.1166
96.6226,7.6888,45.3862
99.1654,8.4773,46.4298
99.5603,12.8667,49.5693
96.1211,6.7191,52.5506
104.5632,13.1732,51.9733
95.3553,8.1518,47.7880
103.8125,12.2318,49.7833
54.4415,51.1244,71.0751
103.2030,12.0306,54.2643
48.5968,49.3109,72.7064
95.1458,11.1208,44.3945
100.9110,6.8398,50.0218
95.8430,9.1615,48.6518
103.8815,4.8679,52.3329
94.2683,10.5253,55.0264
73.4428,81.5993,99.8340
99.8842,10.3790,45.5837
99.1082,16.1640,41.1486
101.6348,6.3631,44.4268
78.1375,74.8456,101.0697
104.6626,9.7763,47.9075
10.2526,19.8076,28.2400
95.4967,13.6650,56.1451
101.6376,8.3316,56.3234
6.4448,23.1403,33.6592
49.5420,49.5748,70.4048
99.3040,17.8230,49.6034
50.3600,51.2958,67.4935
101.4435,9.5500,49.8711
71.3075,81.4576,102.0070
97.8376,17.3762,48.4861
74.0931,80.5633,101.4400
73.3329,82.3236,95.4228
105.6620,13.8821,49.5932
100.9817,12.6309,55.2659
47.8047,52.8143,71.6628
79.6493,88.3402,97.8061
6.1997,22.7679,32.0133
80.2264,78.1708,100.3336
103.2762,10.2212,49.1349
99.3381,14.1401,45.1637
100.6977,8.8323,51.5380
53.9608,52.2927,74.6035
50.3182,50.5726,67.4401
73.9832,82.8158,99.3719
101.9920,10.7658,50.6666
100.1840,10.3959,50.9610
70.4506,76.6717,96.6676
101.5010,8.7692,53.1259
11.5620,19.3871,29.3218
96.8580,8.1616,47.8558
13.6904,21.2311,32.0165
73.2405,80.7822,100.2098
73.5004,78.6401,103.3019
12.8773,18.5385,27.6118
73.4630,80.3945,97.5575
97.5751,15.1405,46.6525
74.8223,84.4773,98.3105
79.3712,76.8125,98.2049
47.3226,52.7927,71.1427
79.3115,76.3406,99.8887
103.5620,8.9559,48.3913
100.0676,12.1500,53.1610
98.4466,6.6624,46.0163
97.4079,14.3570,45.7765
100.7646,12.4974,53.7106
101.7415,13.3782,45.0276
98.5081,10.2415,48.8875
52.7394,45.1503,68.4723
100.8087,9.9900,51.8158
103.7333,14.7431,48.4356
76.5782,87.6802,102.6961
98.2623,6.5639,48.2065
12.5226,19.4100,27.0417
81.1347,78.1987,94.9976
80.8128,76.6451,99.0246
50.5292,52.9475,74.7125
75.6185,82.3625,96.7775
97.5986,14.7476,53.5316
102.2672,11.6458,47.6182
76.2675,80.7219,93.2386
102.7056,14.3757,52.4491
74.5857,78.7509,102.1306
96.3602,10.6246,51.8457
102.3492,11.8663,51.7132
102.9799,12.2492,48.0885
102.4418,11.8744,46.3425
102.0667,9.8587,48.8595
95.2511,10.3189,43.4051
103.5093,4.5970,54.0600
101.1035,15.9426,51.1274
74.3522,76.9753,97.9187
52.1518,46.7901,67.1277
102.3639,14.5443,51.4166
48.7563,49.1495,60.6555
78.4718,80.1868,93.9007
11.3298,16.8515,30.0090
100.7529,17.7264,50.6673
8.4213,20.0284,27.9043
98.6819,4.8523,50.3482
74.2836,77.9874,102.4373
102.4761,9.3634,53.4998
100.5720,10.8483,54.0989
76.4233,83.6074,100.8010
98.9933,7.6043,48.7665
98.6849,3.7925,52.7671
99.6609,12.7277,53.1338
102.1135,12.9634,52.0702
48.8387,46.2848,71.3037
99.9621,13.1354,47.4172
102.2517,9.4247,55.4444
75.7351,80.6247,100.2804
101.2595,8.2225,50.4781
101.3651,11.4952,55.6973
50.2484,49.4801,67.7556
104.1181,8.2324,54.1784
79.1291,78.1034,101.4838
8.5303,20.2412,31.9159
69.4092,81.4897,98.3777
76.4320,78.9564,104.7284
106.1154,14.1998,51.2076
100.3567,6.0549,44.6560
95.5113,11.1721,45.5918
94.7909,9.6873,51.5147
101.4953,9.5509,50.2007
100.8574,4.8099,57.5275
50.5044,53.2323,67.0443
70.7808,83.8279,99.7134
103.1412,5.9240,56.4196
52.6906,46.2089,63.4553
74.0421,83.0724,98.7503
9.0187,20.5254,31.2436
105.8789,4.4584,54.3577
74.7889,80.8024,98.9047
48.0943,46.1041,68.1305
99.8780,10.0846,47.4922
44.0226,48.9735,73.6256
94.1724,8.8524,47.7156
102.9661,5.6971,52.9431
45.3071,49.1991,73.7826
104.4195,7.7461,52.2276
101.2509,7.4441,52.2416
92.9989,10.3711,52.8773
99.0464,6.7379,49.6816
77.3252,78.8232,106.1107
76.0462,81.1362,99.3035
100.4949,13.0204,50.6004
101.6627,10.0946,50.5863
2.6438,13.8531,26.3293
11.6245,23.2264,30.4424
71.7173,81.2566,102.4692
96.2517,7.3251,49.7304
100.4959,6.1331,47.2730
96.7426,8.2122,48.4227
48.1937,47.4549,66.5828
104.0566,16.0314,46.2180
77.9816,76.1061,96.7397
75.0671,81.4186,97.1886
102.5671,14.8484,48.8187
103.1297,10.1910,48.1612
100.8798,8.3333,49.2163
96.2249,9.3006,45.3434
72.2008,84.8589,102.2319
100.3721,11.6963,46.6633
74.9858,80.4941,103.1829
51.1841,53.1499,70.7071
77.0657,78.2608,101.3995
50.8390,47.5357,72.5684
100.5399,11.9568,44.5448
8.2365,23.5188,29.0160
96.0190,13.5625,52.3483
48.6470,53.6787,69.9522
73.8406,79.0935,101.1910
99.4141,12.7003,48.0515
102.2333,12.2037,45.9836
103.2285,10.1851,56.7602
101.4976,11.8481,47.4368
75.5259,78.4570,95.5807
14.9607,23.1817,32.9074
100.3677,12.9808,48.8547
74.7511,83.2242,104.2452
96.4938,10.9823,50.2266
102.9190,9.4516,48.4184
105.8458,8.0062,51.5269
69.5251,82.2066,98.3382
98.4654,4.3343,52.8186
101.9499,10.2802,49.5887
9.6645,23.8916,30.7780
50.3906,51.9374,69.3626
71.7385,81.1893,96.6656
78.3618,81.0594,104.2774
79.3127,75.9388,97.6786
97.6670,6.2455,53.0535
50.3423,46.4106,66.1036
98.7912,9.1537,52.3079
73.9538,83.6347,97.9647
75.6906,79.3813,99.7611
94.5636,12.8953,50.6057
101.7051,13.6825,52.4692
101.8992,12.9493,52.9959
93.8873,10.1126,49.1901
76.5926,81.4005,93.7659
98.0492,6.5621,46.3864
6.4366,25.5917,28.3342
100.4040,5.6219,46.9578
79.7405,78.5339,98.3170
105.1636,9.9455,50.2910
72.9556,80.1660,99.5225
49.3866,52.6781,63.6585
96.9768,8.2026,50.5043
44.0742,52.4590,72.7815
97.9356,12.8959,48.7456
45.0085,50.4328,73.2326
99.3505,12.6244,52.9460
99.6305,9.0299,50.9367
103.0893,10.6456,50.2611
103.6028,11.5994,47.6668
75.3330,76.6193,96.2754
98.5577,10.8746,46.6583
51.9350,52.3481,67.9329
100.6610,7.1813,48.2366
53.6149,50.8875,69.8480
98.1233,12.0238,44.5722
79.4407,85.2997,100.1759
98.0432,17.3767,51.7321
100.8838,15.1314,49.3781
77.5634,77.2288,98.8783
99.7597,6.6996,48.3443
102.1709,14.6335,56.9389
46.6084,50.9862,69.1002
73.7367,80.7964,99.2770
99.4739,9.7776,51.0358
100.8905,15.9476,48.8264
97.1648,8.0449,54.6817
100.9856,10.9157,49.3989
101.3373,12.3663,45.9136
45.9451,51.4992,68.6304
94.1856,10.1553,46.1924
51.7090,54.0003,74.3422
99.8550,8.7467,48.1501
69.8983,82.7717,96.5354
99.3483,12.9035,52.4064
44.9104,52.4293,66.6080
97.3072,7.1419,44.2390
76.4098,78.9618,99.7132
72.1941,79.3457,96.3422
52.4727,46.7053,71.0684
102.2298,5.9422,55.0099
9.6073,19.9457,34.4481
73.4169,82.5928,100.6800
79.6527,81.1018,103.8099
70.6096,80.8760,102.4845
97.1618,15.1495,42.6363
71.2662,78.5767,101.5445
73.6628,78.1105,102.0566
102.0963,15.5858,50.0283
98.2439,11.7273,48.1091
98.7378,8.7681,46.0301
53.3048,48.7520,68.0132
103.6217,12.5793,50.8725
102.3498,9.4012,51.7964
70.4563,80.0452,102.8109
72.0472,78.7559,94.9818
70.3846,77.1983,102.9666
51.0323,47.1398,75.2223
45.0756,49.0580,69.1043
74.0022,79.1140,100.7811
96.0894,7.7637,48.5039
95.1947,8.9574,47.5066
100.1515,8.0097,45.2984
97.0596,14.0430,48.4319
74.3784,76.4691,96.5130
52.5978,48.5763,65.9315
12.3089,17.5074,28.5158
94.2581,13.7895,48.8775
99.9871,10.0159,52.0927
102.1017,8.5484,51.9458
71.6451,80.4231,98.1353
101.1410,9.5240,49.0952
99.4685,12.9845,45.6699
99.3169,10.9768,45.4053
100.1596,12.3647,49.4071
104.9218,8.7832,49.9031
101.7844,10.5933,49.0625
104.0973,8.8043,51.3364
99.7584,12.9327,51.3822
101.1189,11.8921,48.2660
74.6595,77.9774,102.8877
101.3873,7.5277,50.6015
74.7670,79.3333,101.9492
75.3597,82.4576,102.5183
53.8315,52.9156,67.2917
101.1123,10.6391,53.1593
104.1438,11.6233,50.9645
97.7262,9.3169,46.8883
94.9063,7.6304,52.3210
97.8813,16.4187,47.8045
11.7190,17.2474,29.2720
50.8842,49.4249,72.7858
101.7286,15.0341,50.0210
100.1682,3.9801,47.9952
46.4591,48.0484,74.4344
103.0303,5.5720,50.8278
98.0669,7.7593,51.2187
93.4183,12.4852,53.0471
76.1446,78.9276,100.0200
75.7176,77.0462,97.6794
100.1931,9.5209,46.2702
98.1979,15.6087,51.4456
71.1513,76.6834,106.2046
101.1089,11.4570,48.6714
98.6368,11.0170,54.1522
99.3786,14.9811,54.2060
50.0289,51.1347,72.0042
99.4208,9.4076,51.5399
98.2142,7.4517,45.2376
75.1147,83.9243,95.9046
75.6862,79.7307,97.7126
102.7162,6.9895,48.8326
101.6285,7.0990,45.2864
103.4924,10.7844,49.7295
101.0580,9.8052,52.3378
47.4203,45.3211,67.8268
97.2899,11.9610,50.0820
102.7140,11.5184,48.1178
71.5549,79.5145,96.0697
96.2785,8.9451,51.2618
79.0839,81.3922,94.8493
75.2542,75.1879,101.5351
97.1130,16.8736,49.1753
97.8062,11.7555,43.0088
15.4757,19.9272,28.2547
101.1944,2.6196,53.7257
50.4762,54.6410,67.4795
5.8611,18.9482,28.2545
100.9027,8.6474,49.0514
98.9088,11.6629,51.0086
45.2328,47.8492,67.5923
102.6557,11.9901,50.0509
101.3383,6.0825,49.3189
100.8322,11.9734,47.1304
78.1669,80.6516,94.5212
5.6457,19.9559,27.4474
76.0362,77.2470,101.0568
94.9109,7.0632,49.5610
97.3405,10.1919,53.6701
97.0378,13.2612,47.8221
80.8234,80.7692,97.5232
80.8312,74.4921,97.9862
96.3662,14.3768,51.3402
100.8605,8.0775,49.7630
77.3363,79.7952,94.9463
53.2426,53.0243,71.3031
99.8221,6.5992,47.2807
97.0816,10.9577,58.8231
104.1612,16.0892,46.3545
104.1778,8.5634,53.1192
78.2094,75.0053,99.3426
101.9616,8.4560,43.6099
103.6125,12.9926,50.4787
72.5007,81.1229,97.3760
98.8908,13.7343,49.2603
77.4899,82.3463,91.6369
102.8291,10.3319,52.7889
98.6392,11.6041,47.3683
99.0170,13.2802,51.3167
104.9749,7.1323,55.4420
99.8740,7.6406,46.1805
49.1529,49.8891,69.9925
53.3810,48.5870,62.3351
96.5113,12.2782,56.3443
54.1140,50.9316,66.7725
73.0808,83.2795,100.9542
75.2134,74.3212,101.1966
45.3422,49.0445,71.9311
11.4436,20.2836,30.4340
102.9035,7.4200,46.1697
73.9782,80.8622,100.8372
100.9877,9.4926,57.0314
76.2553,78.4939,102.3183
93.7013,7.6653,51.8135
100.6835,6.8570,57.6261
66.2419,81.1097,100.7813
104.0313,13.9017,50.5263
102.5280,8.6395,50.2713
14.8507,16.4886,28.9956
96.4462,12.1051,48.3471
102.8312,10.6862,57.8050
72.8429,82.1426,99.8835
50.2266,49.8295,67.6826
99.8589,9.9437,44.7710
77.5684,80.7204,97.9013
95.8836,11.6566,50.6255
100.3491,8.6325,46.0929
94.5717,9.7108,53.2208
75.9240,81.5831,102.8578
100.3150,3.5643,46.9433
76.8485,83.9003,106.2477
45.4284,44.6730,73.1205
103.3396,7.2515,47.7520
74.1831,86.3236,106.0016
71.5554,80.8759,95.1132
99.4191,4.1433,53.6266
52.6820,51.5540,71.9704
